request_id,user_id,timestamp,priority
REQ000145,USER001561,46326,3
REQ000146,USER001603,5079,9
REQ000147,USER003145,13779,7
REQ000148,USER002737,21713,5
REQ000149,USER003489,42836,3
REQ000150,USER003060,76824,8
REQ000151,USER003653,46322,1
REQ000152,USER000747,60946,7
REQ000153,USER003195,21611,1
REQ000154,USER004609,12983,8
REQ000155,USER000341,29653,5
REQ000156,USER002932,7988,1
REQ000157,USER003381,83318,3
REQ000158,USER000595,58997,1
REQ000159,USER000025,46863,2
REQ000160,USER004859,68552,4
REQ000161,USER001397,40474,7
REQ000162,USER003192,11460,7
REQ000163,USER000725,3373,5
REQ000164,USER004226,85484,8
REQ000165,USER000116,39614,1
REQ000166,USER004491,36199,8
REQ000167,USER004372,83313,1
REQ000168,USER004958,79483,3
REQ000169,USER004107,18815,5
REQ000170,USER001531,60346,5
REQ000171,USER002917,59786,6
REQ000172,USER002824,50105,5
REQ000173,USER001396,26510,6
REQ000174,USER002015,17168,4
REQ000175,USER000428,36090,6
REQ000176,USER004429,29301,10
REQ000177,USER003486,38119,10
REQ000178,USER004136,46946,3
REQ000179,USER002760,39586,7
REQ000180,USER004259,36718,1
REQ000181,USER004774,72718,2
REQ000182,USER002757,58356,9
REQ000183,USER000658,50719,1
REQ000184,USER001664,10776,6
REQ000185,USER001570,22820,9
REQ000186,USER001653,39669,5
REQ000187,USER003143,34762,1
REQ000188,USER001240,27211,8
REQ000189,USER000210,57708,6
REQ000190,USER000335,58848,3
REQ000191,USER000594,2807,2
REQ000192,USER004072,61554,7
REQ000193,USER002333,82156,1
REQ000194,USER000527,57241,7
REQ000195,USER001086,69,1
REQ000196,USER000687,10855,8
REQ000197,USER003025,26677,3
REQ000198,USER000610,27645,6
REQ000199,USER002123,74788,2
REQ000200,USER002515,37599,7
REQ000201,USER004794,64711,3
REQ000202,USER003260,68774,10
REQ000203,USER003732,13274,2
REQ000204,USER002579,24870,10
REQ000205,USER000431,59519,6
REQ000206,USER004701,85791,10
REQ000207,USER003016,63788,6
REQ000208,USER002189,41676,5
REQ000209,USER004453,77814,4
REQ000210,USER002490,18230,10
REQ000211,USER004850,16106,8
REQ000212,USER003975,38875,3
REQ000213,USER004058,2584,7
REQ000214,USER003468,13964,2
REQ000215,USER001619,27696,10
REQ000216,USER002203,62733,9
REQ000217,USER001383,75646,7
REQ000218,USER001709,50767,1
REQ000219,USER004858,32724,8
REQ000220,USER001878,27438,6
REQ000221,USER002090,28030,6
REQ000222,USER004155,59003,4
REQ000223,USER003452,83474,3
REQ000224,USER001424,4045,6
REQ000225,USER000750,47553,4
REQ000226,USER002419,79663,3
REQ000227,USER003279,12099,8
REQ000228,USER001313,1367,4
REQ000229,USER004735,13083,6
REQ000230,USER002981,70825,10
REQ000231,USER001062,41253,4
REQ000232,USER004080,68049,3
REQ000233,USER000517,70860,1
REQ000234,USER003473,9689,6
REQ000235,USER004717,73794,9
REQ000236,USER002533,44494,3
REQ000237,USER000724,56761,1
REQ000238,USER000504,60764,3
REQ000239,USER000814,85292,2
REQ000240,USER000984,29528,3
REQ000241,USER003356,16571,6
REQ000242,USER004409,45230,8
REQ000243,USER004429,22715,4
REQ000244,USER001255,61832,8
REQ000245,USER003056,68481,2
REQ000246,USER003955,27123,9
REQ000247,USER003940,24242,2
REQ000248,USER000982,39656,4
REQ000249,USER003994,77423,9
REQ000250,USER001329,76559,7
REQ000251,USER004088,36678,10
REQ000252,USER003239,40096,8
REQ000253,USER001499,36107,7
REQ000254,USER003512,32758,5
REQ000255,USER001909,7629,2
REQ000256,USER001039,23722,10
REQ000257,USER004510,18086,8
REQ000258,USER003671,30297,6
REQ000259,USER003064,21764,4
REQ000260,USER003886,68954,1
REQ000261,USER001144,86234,3
REQ000262,USER003427,36613,5
REQ000263,USER004635,73514,6
REQ000264,USER003780,59689,1
REQ000265,USER000579,84279,2
REQ000266,USER000830,81885,10
REQ000267,USER000224,29853,7
REQ000268,USER000345,2982,7
REQ000269,USER002172,49324,3
REQ000270,USER000910,6942,4
REQ000271,USER003292,279,4
REQ000272,USER004818,15610,5
REQ000273,USER004566,62134,2
REQ000274,USER003839,34871,2
REQ000275,USER003948,57353,7
REQ000276,USER002433,45295,2
REQ000277,USER004554,19370,1
REQ000278,USER002756,62778,8
REQ000279,USER001663,15158,5
REQ000280,USER004793,37321,9
REQ000281,USER004562,73866,8
REQ000282,USER004289,43504,2
REQ000283,USER004051,6378,7
REQ000284,USER003688,51338,6
REQ000285,USER003867,53532,1
REQ000286,USER003611,7143,7
REQ000287,USER002659,20900,8
REQ000288,USER003327,47632,1
REQ000289,USER002177,30492,8
REQ000290,USER000358,45038,3
REQ000291,USER000477,64331,4
REQ000292,USER003962,41708,10
REQ000293,USER002807,60682,4
REQ000294,USER002992,51844,9
REQ000295,USER003146,85223,9
REQ000296,USER002404,53401,2
REQ000297,USER002387,8490,2
REQ000298,USER001444,11303,6
REQ000299,USER002543,19571,1
REQ000300,USER003330,36633,6
REQ000301,USER000865,53757,6
REQ000302,USER003380,65934,2
REQ000303,USER002634,45502,9
REQ000304,USER004292,31099,7
REQ000305,USER002787,8078,1
REQ000306,USER000355,59824,2
REQ000307,USER003979,85765,6
REQ000308,USER000863,4091,6
REQ000309,USER000849,68366,1
REQ000310,USER003270,7826,2
REQ000311,USER000205,33136,5
REQ000312,USER001801,9017,10
REQ000313,USER003433,74285,10
REQ000314,USER003901,32910,9
REQ000315,USER002057,65351,2
REQ000316,USER002509,57172,8
REQ000317,USER003899,45941,4
REQ000318,USER002355,44112,1
REQ000319,USER002949,49360,2
REQ000320,USER003346,59124,10
REQ000321,USER000090,66771,10
REQ000322,USER003025,15782,1
REQ000323,USER000902,35954,10
REQ000324,USER000462,42295,4
REQ000325,USER000560,35807,3
REQ000326,USER002993,22259,5
REQ000327,USER001126,44170,7
REQ000328,USER001104,43739,3
REQ000329,USER000662,40964,1
REQ000330,USER003950,57742,2
REQ000331,USER004175,59198,2
REQ000332,USER003370,51743,4
REQ000333,USER003327,65929,5
REQ000334,USER001656,58324,4
REQ000335,USER000903,16121,7
REQ000336,USER003324,85523,8
REQ000337,USER001188,69487,2
REQ000338,USER003226,25471,9
REQ000339,USER001445,32395,1
REQ000340,USER004977,59142,6
REQ000341,USER000790,39181,4
REQ000342,USER002656,78189,9
REQ000343,USER002431,67491,3
REQ000344,USER003839,50048,2
REQ000345,USER004097,78193,7
REQ000346,USER004551,73925,6
REQ000347,USER003822,14,10
REQ000348,USER002681,59875,5
REQ000349,USER003340,42207,2
REQ000350,USER004001,74766,6
REQ000351,USER004530,84960,10
REQ000352,USER004143,84516,6
REQ000353,USER000017,37800,6
REQ000354,USER001878,82860,7
REQ000355,USER000546,20331,3
REQ000356,USER001597,50558,3
REQ000357,USER004664,13561,9
REQ000358,USER002923,55421,8
REQ000359,USER001010,7012,10
REQ000360,USER001340,772,4
REQ000361,USER003277,43948,5
REQ000362,USER002623,36704,10
REQ000363,USER002260,6914,9
REQ000364,USER003046,55575,6
REQ000365,USER001570,46280,9
REQ000366,USER001695,82663,10
REQ000367,USER002918,17772,7
REQ000368,USER003627,3896,10
REQ000369,USER003240,31711,10
REQ000370,USER003057,24043,9
REQ000371,USER004046,77243,10
REQ000372,USER002044,80179,8
REQ000373,USER004570,82283,7
REQ000374,USER002263,68689,1
REQ000375,USER000123,13453,1
REQ000376,USER004980,22998,10
REQ000377,USER004168,38732,9
REQ000378,USER003395,32769,10
REQ000379,USER002204,35044,1
REQ000380,USER003820,79372,4
REQ000381,USER003929,21086,5
REQ000382,USER001455,74301,8
REQ000383,USER002651,24875,3
REQ000384,USER003389,71434,2
REQ000385,USER004505,34612,10
REQ000386,USER002249,16161,7
REQ000387,USER004059,73940,7
REQ000388,USER001009,71734,3
REQ000389,USER002419,65002,10
REQ000390,USER004882,20822,6
REQ000391,USER001609,11463,8
REQ000392,USER004882,14383,4
REQ000393,USER000693,69933,3
REQ000394,USER000016,19794,10
REQ000395,USER001651,33899,8
REQ000396,USER004181,57236,10
REQ000397,USER002419,66517,6
REQ000398,USER002140,44267,3
REQ000399,USER003730,34438,2
REQ000400,USER001085,9558,8
REQ000401,USER002496,52568,9
REQ000402,USER004783,86105,2
REQ000403,USER003628,5918,7
REQ000404,USER002517,76143,7
REQ000405,USER001184,11680,10
REQ000406,USER003196,39536,5
REQ000407,USER000157,39472,1
REQ000408,USER000530,74939,1
REQ000409,USER001514,21627,6
REQ000410,USER003176,14855,4
REQ000411,USER001974,62885,6
REQ000412,USER001183,10016,3
REQ000413,USER004988,52806,1
REQ000414,USER001658,55668,1
REQ000415,USER004702,70869,9
REQ000416,USER003185,65144,2
REQ000417,USER000216,15147,3
REQ000418,USER004842,61467,6
REQ000419,USER002102,63170,6
REQ000420,USER000880,19319,1
REQ000421,USER000853,48162,4
REQ000422,USER002997,11155,3
REQ000423,USER000400,23024,8
REQ000424,USER002539,73838,5
REQ000425,USER003432,46895,9
REQ000426,USER001984,39368,3
REQ000427,USER004054,14154,3
REQ000428,USER002194,62465,5
REQ000429,USER002959,76218,7
REQ000430,USER001217,49135,7
REQ000431,USER003515,470,5
REQ000432,USER001903,23271,4
REQ000433,USER000415,42952,8
REQ000434,USER003534,14464,1
REQ000435,USER000144,63595,2
REQ000436,USER001727,25453,10
REQ000437,USER001467,20273,1
REQ000438,USER004349,45196,7
REQ000439,USER004833,2227,1
REQ000440,USER001930,7711,2
REQ000441,USER001272,69470,2
REQ000442,USER004195,59522,5
REQ000443,USER002702,41135,7
REQ000444,USER002581,38274,7
REQ000445,USER000741,85835,8
REQ000446,USER000584,54906,3
REQ000447,USER002774,49832,2
REQ000448,USER003194,80168,7
REQ000449,USER003092,25867,2
REQ000450,USER003403,17928,7
REQ000451,USER002846,8322,8
REQ000452,USER003815,63920,2
REQ000453,USER000360,62690,5
REQ000454,USER004204,42529,4
REQ000455,USER002621,29143,2
REQ000456,USER004600,84724,6
REQ000457,USER002080,67116,1
REQ000458,USER001476,20762,7
REQ000459,USER001703,12735,2
REQ000460,USER004014,1768,9
REQ000461,USER000946,58151,1
REQ000462,USER004757,76863,1
REQ000463,USER003629,45776,9
REQ000464,USER002014,58804,2
REQ000465,USER003416,69171,2
REQ000466,USER002352,79152,9
REQ000467,USER002054,31193,5
REQ000468,USER004497,21511,8
REQ000469,USER000483,41791,5
REQ000470,USER004269,74278,4
REQ000471,USER001710,34960,10
REQ000472,USER003146,9552,4
REQ000473,USER004492,68338,10
REQ000474,USER001839,79926,5
REQ000475,USER004421,10858,1
REQ000476,USER002031,26429,8
REQ000477,USER000812,13804,1
REQ000478,USER001249,20293,1
REQ000479,USER004960,56417,1
REQ000480,USER004231,69409,3
REQ000481,USER003846,14393,7
REQ000482,USER004795,47546,1
REQ000483,USER000870,82831,6
REQ000484,USER003327,12725,10
REQ000485,USER004077,15625,8
REQ000486,USER003413,37242,4
REQ000487,USER004306,46892,10
REQ000488,USER002066,34343,8
REQ000489,USER004649,56706,1
REQ000490,USER004989,50803,5
REQ000491,USER004668,12349,10
REQ000492,USER004894,74837,7
REQ000493,USER002825,20533,8
REQ000494,USER001957,25536,9
REQ000495,USER003142,71761,3
REQ000496,USER000082,81906,3
REQ000497,USER002959,55757,10
REQ000498,USER000270,47532,10
REQ000499,USER002082,4216,5
REQ000500,USER001713,4730,5
REQ000501,USER003712,44266,7
REQ000502,USER001818,80707,6
REQ000503,USER002851,40317,3
REQ000504,USER001934,13613,4
REQ000505,USER000565,46613,7
REQ000506,USER002660,45152,4
REQ000507,USER003573,62126,6
REQ000508,USER000349,13651,9
REQ000509,USER001139,74807,10
REQ000510,USER001093,9333,2
REQ000511,USER002801,79736,7
REQ000512,USER004165,35181,3
REQ000513,USER002915,55031,8
REQ000514,USER004225,37464,9
REQ000515,USER004858,33231,6
REQ000516,USER001923,82990,6
REQ000517,USER001743,81351,2
REQ000518,USER002454,67905,5
REQ000519,USER001508,7774,5
REQ000520,USER003608,42939,6
REQ000521,USER004987,10916,7
REQ000522,USER002176,64768,3
REQ000523,USER000450,10038,10
REQ000524,USER002498,9029,8
REQ000525,USER004697,3803,6
REQ000526,USER000167,40833,10
REQ000527,USER000002,5900,4
REQ000528,USER001000,13276,1
REQ000529,USER002198,74416,1
REQ000530,USER002422,77989,7
REQ000531,USER004562,42413,5
REQ000532,USER002408,56110,5
REQ000533,USER002245,64375,9
REQ000534,USER002321,2611,9
REQ000535,USER001895,57265,1
REQ000536,USER002046,58535,1
REQ000537,USER000850,53820,2
REQ000538,USER004465,31195,4
REQ000539,USER001918,55790,1
REQ000540,USER000659,4349,7
REQ000541,USER003427,54682,10
REQ000542,USER003754,6397,7
REQ000543,USER003622,31179,7
REQ000544,USER003545,25129,4
REQ000545,USER001383,47957,4
REQ000546,USER003355,63868,8
REQ000547,USER001363,51716,8
REQ000548,USER003295,43496,10
REQ000549,USER000492,58224,3
REQ000550,USER004122,17695,8
REQ000551,USER003054,46720,8
REQ000552,USER004242,69703,1
REQ000553,USER000960,61207,1
REQ000554,USER003334,7594,4
REQ000555,USER004884,12641,2
REQ000556,USER001238,78076,6
REQ000557,USER002075,12914,5
REQ000558,USER004048,82686,2
REQ000559,USER001452,54105,3
REQ000560,USER002762,71719,6
REQ000561,USER004974,57283,7
REQ000562,USER000808,82548,4
REQ000563,USER004958,46069,7
REQ000564,USER002414,68677,8
REQ000565,USER002063,7254,5
REQ000566,USER004926,50443,4
REQ000567,USER004660,33622,6
REQ000568,USER002777,74813,9
REQ000569,USER004113,66513,9
REQ000570,USER003810,52851,10
REQ000571,USER003680,59363,6
REQ000572,USER001275,44943,4
REQ000573,USER001848,17451,10
REQ000574,USER000099,26512,5
REQ000575,USER000397,74345,5
REQ000576,USER001423,73872,10
REQ000577,USER002455,40094,2
REQ000578,USER003881,74864,7
REQ000579,USER002914,65458,7
REQ000580,USER004079,83962,9
REQ000581,USER000293,78653,1
REQ000582,USER001313,80725,2
REQ000583,USER003803,71749,8
REQ000584,USER002002,68568,5
REQ000585,USER003461,46334,9
REQ000586,USER002597,63459,1
REQ000587,USER000672,34611,10
REQ000588,USER003316,8406,4
REQ000589,USER000234,53258,5
REQ000590,USER001285,56914,3
REQ000591,USER004573,23332,4
REQ000592,USER004478,3235,4
REQ000593,USER002518,70476,10
REQ000594,USER000877,33156,9
REQ000595,USER000064,81084,10
REQ000596,USER002405,76861,8
REQ000597,USER003831,46452,8
REQ000598,USER004510,80483,6
REQ000599,USER000991,2225,9
REQ000600,USER001525,25419,8
REQ000601,USER002862,55981,6
REQ000602,USER000855,43109,5
REQ000603,USER002710,56476,8
REQ000604,USER001717,53213,9
REQ000605,USER003226,23329,5
REQ000606,USER003914,69862,9
REQ000607,USER004818,3348,3
REQ000608,USER002380,4569,4
REQ000609,USER004180,35967,8
REQ000610,USER001670,66012,4
REQ000611,USER000116,25269,4
REQ000612,USER001500,56477,4
REQ000613,USER002041,7703,2
REQ000614,USER000958,81985,3
REQ000615,USER003624,81726,1
REQ000616,USER004331,76842,8
REQ000617,USER002590,65122,2
REQ000618,USER000034,82580,5
REQ000619,USER000315,57961,7
REQ000620,USER000073,86088,6
REQ000621,USER000603,73186,8
REQ000622,USER000470,4861,5
REQ000623,USER000210,5386,6
REQ000624,USER004205,1343,2
REQ000625,USER001665,25151,5
REQ000626,USER001376,41679,5
REQ000627,USER002861,62799,1
REQ000628,USER001263,19672,3
REQ000629,USER004251,57724,8
REQ000630,USER002377,58102,2
REQ000631,USER000895,9919,10
REQ000632,USER000931,59733,2
REQ000633,USER002651,20872,2
REQ000634,USER001660,68058,7
REQ000635,USER004652,16478,10
REQ000636,USER003960,75899,10
REQ000637,USER001686,51451,7
REQ000638,USER004307,27048,9
REQ000639,USER000423,52475,4
REQ000640,USER001133,19027,1
REQ000641,USER000574,44770,4
REQ000642,USER003113,2680,6
REQ000643,USER004046,30111,4
REQ000644,USER001493,55348,1
REQ000645,USER002787,35061,4
REQ000646,USER003405,37171,1
REQ000647,USER003146,64010,9
REQ000648,USER000009,31154,5
REQ000649,USER004898,39419,9
REQ000650,USER002740,22626,6
REQ000651,USER002126,78640,3
REQ000652,USER000048,36725,10
REQ000653,USER001056,62115,2
REQ000654,USER000188,70531,6
REQ000655,USER001330,76429,5
REQ000656,USER004968,82393,10
REQ000657,USER004708,15895,5
REQ000658,USER002242,5286,9
REQ000659,USER001385,61560,1
REQ000660,USER003274,62861,6
REQ000661,USER000060,52815,7
REQ000662,USER003761,84510,2
REQ000663,USER001926,41818,2
REQ000664,USER001956,14486,4
REQ000665,USER000979,48961,5
REQ000666,USER000347,12156,2
REQ000667,USER000072,78786,4
REQ000668,USER000574,32379,9
REQ000669,USER001268,13419,9
REQ000670,USER000983,13958,5
REQ000671,USER002918,77450,3
REQ000672,USER003393,38800,5
REQ000673,USER002399,13644,3
REQ000674,USER002862,23364,10
REQ000675,USER004738,38235,7
REQ000676,USER003803,79799,7
REQ000677,USER000651,69656,5
REQ000678,USER004520,28822,5
REQ000679,USER003604,22176,1
REQ000680,USER000825,65924,7
REQ000681,USER001553,77936,2
REQ000682,USER004761,26147,4
REQ000683,USER002919,28184,9
REQ000684,USER000492,84197,8
REQ000685,USER002761,82437,6
REQ000686,USER003549,66379,8
REQ000687,USER002715,81672,1
REQ000688,USER001552,7287,6
REQ000689,USER002530,82983,2
REQ000690,USER000085,11427,7
REQ000691,USER003436,53128,2
REQ000692,USER001346,5547,6
REQ000693,USER003762,5181,8
REQ000694,USER004432,37347,10
REQ000695,USER001530,42692,8
REQ000696,USER001543,65605,3
REQ000697,USER000961,58215,10
REQ000698,USER004031,29144,9
REQ000699,USER003845,63033,3
REQ000700,USER000562,31865,6
REQ000701,USER003742,67465,6
REQ000702,USER003818,51347,3
REQ000703,USER004527,46629,3
REQ000704,USER001210,76437,7
REQ000705,USER002856,9204,5
REQ000706,USER002677,61485,7
REQ000707,USER000016,73615,9
REQ000708,USER000106,1977,5
REQ000709,USER001076,5574,7
REQ000710,USER004553,59065,3
REQ000711,USER004769,14300,10
REQ000712,USER002523,33189,2
REQ000713,USER004606,55654,9
REQ000714,USER003459,54980,8
REQ000715,USER003278,72340,7
REQ000716,USER002550,59576,3
REQ000717,USER001417,20985,10
REQ000718,USER004962,65643,1
REQ000719,USER002649,79119,4
REQ000720,USER002192,71126,8
REQ000721,USER002993,16798,3
REQ000722,USER000655,10336,3
REQ000723,USER000780,60712,8
REQ000724,USER000246,58111,1
REQ000725,USER001822,17020,6
REQ000726,USER000061,61843,9
REQ000727,USER000470,6965,1
REQ000728,USER003622,82105,4
REQ000729,USER001809,68523,5
REQ000730,USER004561,53689,9
REQ000731,USER002164,177,9
REQ000732,USER001084,2850,9
REQ000733,USER001528,69071,3
REQ000734,USER004032,21140,3
REQ000735,USER001059,43830,2
REQ000736,USER004290,19086,9
REQ000737,USER001594,32075,5
REQ000738,USER001490,6939,1
REQ000739,USER002945,50187,8
REQ000740,USER001220,82677,10
REQ000741,USER004038,62170,1
REQ000742,USER002689,48316,2
REQ000743,USER001377,5670,10
REQ000744,USER003655,69997,4
REQ000745,USER002604,24793,1
REQ000746,USER000491,42598,10
REQ000747,USER004808,42531,4
REQ000748,USER002343,77696,6
REQ000749,USER001118,68787,1
REQ000750,USER004155,73641,5
REQ000751,USER003643,5023,1
REQ000752,USER001855,85370,5
REQ000753,USER000379,38903,9
REQ000754,USER000106,82943,5
REQ000755,USER004155,21872,2
REQ000756,USER003247,65512,3
REQ000757,USER001004,42750,1
REQ000758,USER000285,55048,1
REQ000759,USER001496,35878,1
REQ000760,USER001885,55366,4
REQ000761,USER000957,28132,6
REQ000762,USER001850,15146,6
REQ000763,USER000760,9930,5
REQ000764,USER002424,73674,6
REQ000765,USER003338,58503,9
REQ000766,USER001402,30093,9
REQ000767,USER002684,11894,8
REQ000768,USER000754,77089,10
REQ000769,USER003134,64035,6
REQ000770,USER000025,22692,10
REQ000771,USER001161,42363,1
REQ000772,USER002872,25867,8
REQ000773,USER001512,85307,7
REQ000774,USER002412,38077,1
REQ000775,USER000442,74776,9
REQ000776,USER001211,31105,1
REQ000777,USER002571,82490,1
REQ000778,USER001528,59779,2
REQ000779,USER000830,36300,1
REQ000780,USER001446,37915,9
REQ000781,USER003426,65934,8
REQ000782,USER001585,54809,4
REQ000783,USER004955,54382,7
REQ000784,USER003618,59133,1
REQ000785,USER000051,66254,10
REQ000786,USER000535,60097,7
REQ000787,USER002535,23990,2
REQ000788,USER003062,79820,2
REQ000789,USER002698,33458,3
REQ000790,USER003816,10736,4
REQ000791,USER001715,70897,6
REQ000792,USER001657,66676,3
REQ000793,USER004884,3279,8
REQ000794,USER003590,16747,3
REQ000795,USER001640,79139,8
REQ000796,USER003876,71420,1
REQ000797,USER003899,58001,3
REQ000798,USER001541,28826,1
REQ000799,USER003928,36102,9
REQ000800,USER002234,82790,10
REQ000801,USER000690,52584,9
REQ000802,USER000773,15430,8
REQ000803,USER003245,46075,5
REQ000804,USER003843,22196,4
REQ000805,USER004110,19971,7
REQ000806,USER003427,7249,3
REQ000807,USER000268,64382,7
REQ000808,USER003348,75435,1
REQ000809,USER004804,39381,10
REQ000810,USER002140,83484,2
REQ000811,USER004996,31453,5
REQ000812,USER004901,79459,6
REQ000813,USER002882,33490,8
REQ000814,USER000804,30762,7
REQ000815,USER002767,1038,7
REQ000816,USER004943,72978,8
REQ000817,USER001857,67666,9
REQ000818,USER004418,30329,3
REQ000819,USER002620,41306,9
REQ000820,USER002667,17410,4
REQ000821,USER001123,32298,9
REQ000822,USER000725,21018,1
REQ000823,USER000235,6962,7
REQ000824,USER003232,79260,9
REQ000825,USER001742,6542,10
REQ000826,USER000180,18469,7
REQ000827,USER004393,6020,6
REQ000828,USER003151,56306,5
REQ000829,USER003508,59135,9
REQ000830,USER002326,37342,7
REQ000831,USER002308,41701,5
REQ000832,USER002651,59025,3
REQ000833,USER002586,74636,6
REQ000834,USER004632,76354,3
REQ000835,USER001676,30531,7
REQ000836,USER004468,32421,4
REQ000837,USER000967,19480,2
REQ000838,USER001524,28702,6
REQ000839,USER000884,30034,6
REQ000840,USER003526,82504,4
REQ000841,USER003016,55019,4
REQ000842,USER003700,63391,4
REQ000843,USER000071,37912,1
REQ000844,USER001140,74801,6
REQ000845,USER000843,72764,2
REQ000846,USER002691,54444,4
REQ000847,USER002653,11450,6
REQ000848,USER001200,10003,6
REQ000849,USER002540,65466,2
REQ000850,USER002003,32395,8
REQ000851,USER004895,43932,2
REQ000852,USER002281,6667,7
REQ000853,USER000534,48919,8
REQ000854,USER003815,16418,1
REQ000855,USER002370,53749,9
REQ000856,USER000193,25315,10
REQ000857,USER000864,58125,8
REQ000858,USER002448,20391,9
REQ000859,USER002557,1975,5
REQ000860,USER000996,43618,9
REQ000861,USER000026,66532,4
REQ000862,USER003737,39854,2
REQ000863,USER003919,9947,9
REQ000864,USER001593,43331,9
REQ000865,USER004512,77664,2
REQ000866,USER001096,61201,4
REQ000867,USER003917,13262,4
REQ000868,USER001434,63490,3
REQ000869,USER000261,79230,10
REQ000870,USER002242,14200,6
REQ000871,USER001437,82853,2
REQ000872,USER002493,42476,6
REQ000873,USER003983,33502,8
