request_id,user_id,timestamp,priority
REQ000114,USER001433,71504,6
REQ000115,USER007406,42420,5
REQ000116,USER005597,48412,8
REQ000117,USER008573,3035,7
REQ000118,USER003536,30280,6
REQ000119,USER003235,73629,9
REQ000120,USER009224,13059,4
REQ000121,USER006574,29072,3
REQ000122,USER009413,8088,5
REQ000123,USER009420,71427,9
REQ000124,USER008804,30553,2
REQ000125,USER005453,28548,8
REQ000126,USER005162,17353,6
REQ000127,USER002268,7947,5
REQ000128,USER008288,24255,9
REQ000129,USER007080,46271,4
REQ000130,USER000837,73281,2
REQ000131,USER007541,79602,4
REQ000132,USER002749,15633,7
REQ000133,USER002035,52495,3
REQ000134,USER009088,74831,5
REQ000135,USER007250,77539,9
REQ000136,USER006525,31257,4
REQ000137,USER005700,16187,6
REQ000138,USER000307,62717,1
REQ000139,USER003911,50777,2
REQ000140,USER004087,73861,4
REQ000141,USER003742,53103,3
REQ000142,USER008881,27654,3
REQ000143,USER000939,26199,3
REQ000144,USER001721,29824,7
REQ000145,USER004347,86307,5
REQ000146,USER007090,21187,7
REQ000147,USER007309,38360,7
REQ000148,USER003550,8325,3
REQ000149,USER002153,42249,4
REQ000150,USER006291,66099,9
REQ000151,USER005856,1471,9
REQ000152,USER001948,75722,4
REQ000153,USER002760,6679,6
REQ000154,USER007236,84795,9
REQ000155,USER006135,68315,6
REQ000156,USER002399,6095,5
REQ000157,USER007369,44501,8
REQ000158,USER006675,32557,8
REQ000159,USER001373,80982,5
REQ000160,USER001702,49150,8
REQ000161,USER006811,19485,9
REQ000162,USER007922,20575,5
REQ000163,USER004115,75625,8
REQ000164,USER002210,54510,10
REQ000165,USER007230,69788,2
REQ000166,USER005186,71787,6
REQ000167,USER004546,15483,10
REQ000168,USER002784,47200,6
REQ000169,USER005910,24869,10
REQ000170,USER009283,7186,9
REQ000171,USER009394,76745,4
REQ000172,USER001067,23676,7
REQ000173,USER003694,58506,7
REQ000174,USER007445,60333,10
REQ000175,USER006255,43447,1
REQ000176,USER000872,36979,4
REQ000177,USER004427,51965,9
REQ000178,USER003720,20796,9
REQ000179,USER004303,63692,8
REQ000180,USER002849,82101,6
REQ000181,USER006725,54028,8
REQ000182,USER003680,60682,4
REQ000183,USER007502,52019,9
REQ000184,USER005646,47124,7
REQ000185,USER003360,34568,5
REQ000186,USER009870,10286,8
REQ000187,USER006735,47941,3
REQ000188,USER001100,77426,1
REQ000189,USER004716,69219,3
REQ000190,USER002695,36679,3
REQ000191,USER007933,65085,2
REQ000192,USER008250,4533,8
REQ000193,USER005930,24758,9
REQ000194,USER001095,13762,10
REQ000195,USER002837,27158,4
REQ000196,USER004819,15918,8
REQ000197,USER007304,71727,8
REQ000198,USER007580,29387,2
REQ000199,USER000265,55526,8
REQ000200,USER005307,11623,4
REQ000201,USER005926,85457,3
REQ000202,USER002160,26406,9
REQ000203,USER000703,46395,4
REQ000204,USER007888,6951,2
REQ000205,USER007653,45304,3
REQ000206,USER008226,66851,3
REQ000207,USER008556,67520,8
REQ000208,USER005815,16464,3
REQ000209,USER002420,27171,5
REQ000210,USER006392,49307,1
REQ000211,USER004021,38286,9
REQ000212,USER004613,34964,3
REQ000213,USER005477,1003,1
REQ000214,USER003095,66833,5
REQ000215,USER008201,40523,4
REQ000216,USER000704,61850,4
REQ000217,USER009635,31593,7
REQ000218,USER008341,9605,1
REQ000219,USER001149,43067,2
REQ000220,USER004549,20339,2
REQ000221,USER002585,81859,2
REQ000222,USER008504,72193,4
REQ000223,USER000420,65502,1
REQ000224,USER002236,10822,9
REQ000225,USER004283,67485,1
REQ000226,USER005213,78863,5
REQ000227,USER005927,37293,7
REQ000228,USER007727,80479,3
REQ000229,USER002893,28778,4
REQ000230,USER002775,9229,9
REQ000231,USER001021,21251,3
REQ000232,USER008874,50906,3
REQ000233,USER009441,35225,5
REQ000234,USER000446,4237,7
REQ000235,USER000574,696,2
REQ000236,USER004666,66450,2
REQ000237,USER007665,39322,7
REQ000238,USER003213,40513,10
REQ000239,USER005899,81208,10
REQ000240,USER005906,49939,7
REQ000241,USER005383,71692,8
REQ000242,USER006457,84600,7
REQ000243,USER007285,72522,5
REQ000244,USER002501,11914,9
REQ000245,USER004441,59144,6
REQ000246,USER008072,85826,6
REQ000247,USER002233,10492,5
REQ000248,USER007438,27355,7
REQ000249,USER004167,3563,1
REQ000250,USER009312,27724,5
REQ000251,USER002304,50115,1
REQ000252,USER008469,81362,9
REQ000253,USER002993,50562,4
REQ000254,USER003586,82376,6
REQ000255,USER005363,18118,5
REQ000256,USER002212,34910,6
REQ000257,USER000245,66619,6
REQ000258,USER001397,18341,4
REQ000259,USER007490,60673,9
REQ000260,USER005498,11244,4
REQ000261,USER007297,77808,3
REQ000262,USER001765,30196,3
REQ000263,USER008225,30324,6
REQ000264,USER004429,23030,2
REQ000265,USER009743,52439,1
REQ000266,USER008091,43806,4
REQ000267,USER005344,30735,8
REQ000268,USER007677,73465,9
REQ000269,USER005954,61738,4
REQ000270,USER001565,61663,10
REQ000271,USER006941,79192,10
REQ000272,USER008972,24737,9
REQ000273,USER007884,71882,8
REQ000274,USER007231,42675,4
REQ000275,USER009519,17302,8
REQ000276,USER002779,73896,10
REQ000277,USER007298,54853,3
REQ000278,USER004320,71611,9
REQ000279,USER001366,82533,8
REQ000280,USER006226,24471,7
REQ000281,USER007691,34180,10
REQ000282,USER003548,28706,2
REQ000283,USER009952,568,7
REQ000284,USER007301,44287,6
REQ000285,USER008470,75536,6
REQ000286,USER001056,38700,9
REQ000287,USER002479,81517,4
REQ000288,USER005521,40203,1
REQ000289,USER009829,28950,2
REQ000290,USER003611,55141,2
REQ000291,USER002242,54129,1
REQ000292,USER000561,8321,2
REQ000293,USER009148,45340,10
REQ000294,USER003868,72706,3
REQ000295,USER001581,9038,9
REQ000296,USER003358,79323,10
REQ000297,USER008926,5053,4
REQ000298,USER009371,48798,4
REQ000299,USER002777,13105,1
REQ000300,USER006600,12339,10
REQ000301,USER009605,63405,5
REQ000302,USER001077,7659,2
REQ000303,USER003437,43678,10
REQ000304,USER003067,20794,1
REQ000305,USER007464,63803,10
REQ000306,USER007849,74177,6
REQ000307,USER006011,51831,1
REQ000308,USER005597,44322,7
REQ000309,USER008120,60882,6
REQ000310,USER002512,61878,2
REQ000311,USER007650,14600,8
REQ000312,USER009711,25545,8
REQ000313,USER003809,11318,7
REQ000314,USER005215,33967,3
REQ000315,USER009130,64849,3
REQ000316,USER006167,72722,4
REQ000317,USER007892,43819,4
REQ000318,USER008883,46243,9
REQ000319,USER005880,37181,6
REQ000320,USER008166,62523,4
REQ000321,USER008466,78718,4
REQ000322,USER007634,40250,7
REQ000323,USER000448,47701,8
REQ000324,USER001289,58335,1
REQ000325,USER001805,16194,7
REQ000326,USER001637,36944,4
REQ000327,USER000122,30929,7
REQ000328,USER004546,15309,4
REQ000329,USER000116,11500,1
REQ000330,USER009129,58053,4
REQ000331,USER004996,64811,10
REQ000332,USER001028,39665,4
REQ000333,USER002739,80641,7
REQ000334,USER004415,37575,4
REQ000335,USER001401,12144,3
REQ000336,USER007520,77958,1
REQ000337,USER002290,45791,10
REQ000338,USER000470,42964,5
REQ000339,USER003237,50006,7
REQ000340,USER003504,5977,10
REQ000341,USER000798,11941,6
REQ000342,USER001834,48582,4
REQ000343,USER009254,86076,1
REQ000344,USER003554,24990,2
REQ000345,USER007425,41613,6
REQ000346,USER006588,66237,5
REQ000347,USER003374,2323,3
REQ000348,USER005206,57345,2
REQ000349,USER009799,5254,7
REQ000350,USER000298,58560,8
REQ000351,USER002541,79891,1
REQ000352,USER004069,60290,5
REQ000353,USER005800,43171,4
REQ000354,USER006679,54609,7
REQ000355,USER006710,15377,6
REQ000356,USER000818,26867,2
REQ000357,USER002462,54501,7
REQ000358,USER005137,809,5
REQ000359,USER001514,43524,8
REQ000360,USER000342,46422,7
REQ000361,USER006583,82364,4
REQ000362,USER004203,81562,1
REQ000363,USER006643,15009,5
REQ000364,USER005997,22174,4
REQ000365,USER008258,73321,3
REQ000366,USER000535,47413,2
REQ000367,USER000356,29234,9
REQ000368,USER009617,1260,1
REQ000369,USER004651,27587,7
REQ000370,USER008955,41773,1
REQ000371,USER009419,79025,5
REQ000372,USER009057,18454,2
REQ000373,USER009238,7122,8
REQ000374,USER002307,49254,10
REQ000375,USER000936,72983,4
REQ000376,USER009509,82025,10
REQ000377,USER006782,41743,1
REQ000378,USER000244,65953,3
REQ000379,USER008185,48163,7
REQ000380,USER001545,69565,5
REQ000381,USER003287,59640,9
REQ000382,USER003178,52206,10
REQ000383,USER004624,58911,1
REQ000384,USER004533,80154,5
REQ000385,USER003117,38967,8
REQ000386,USER001426,53860,7
REQ000387,USER003553,45957,2
REQ000388,USER002418,38566,3
REQ000389,USER004707,49126,5
REQ000390,USER002095,47286,1
REQ000391,USER005902,28667,4
REQ000392,USER000409,71507,4
REQ000393,USER000247,49807,3
REQ000394,USER002971,3435,9
REQ000395,USER001697,5161,6
REQ000396,USER009322,23569,5
REQ000397,USER008992,13065,8
REQ000398,USER002629,84738,7
REQ000399,USER001562,61157,1
REQ000400,USER007183,84322,6
REQ000401,USER007289,85071,1
REQ000402,USER007136,18296,8
REQ000403,USER005638,30974,10
REQ000404,USER002425,48804,3
REQ000405,USER003577,37274,3
REQ000406,USER007990,35449,8
REQ000407,USER008515,43080,4
REQ000408,USER007920,57994,2
REQ000409,USER001320,46442,7
REQ000410,USER009259,83699,6
REQ000411,USER002245,38327,6
REQ000412,USER006172,19020,2
REQ000413,USER005129,1192,5
REQ000414,USER007740,41685,10
REQ000415,USER003624,75024,4
REQ000416,USER002834,29007,3
REQ000417,USER004448,36726,3
REQ000418,USER000102,7760,6
REQ000419,USER002505,19143,3
REQ000420,USER007112,77777,4
REQ000421,USER000457,57553,7
REQ000422,USER006639,53241,1
REQ000423,USER006381,34128,7
REQ000424,USER008909,48411,10
REQ000425,USER004229,67140,10
REQ000426,USER009082,3746,6
REQ000427,USER006696,34055,6
REQ000428,USER002741,86047,1
REQ000429,USER004595,9154,9
REQ000430,USER003097,73080,10
REQ000431,USER001350,74411,9
REQ000432,USER004729,63783,6
REQ000433,USER006945,2966,1
REQ000434,USER004616,22950,10
REQ000435,USER004309,69165,8
REQ000436,USER003457,32456,5
REQ000437,USER004446,28637,1
REQ000438,USER007397,34545,10
REQ000439,USER003202,23817,10
REQ000440,USER000321,85849,9
REQ000441,USER004448,62106,4
REQ000442,USER004751,54319,6
REQ000443,USER008749,7967,6
REQ000444,USER003023,55645,2
REQ000445,USER001746,60328,2
REQ000446,USER007357,41783,7
REQ000447,USER002158,65443,9
REQ000448,USER009582,68178,8
REQ000449,USER008954,23217,5
REQ000450,USER004956,18298,9
REQ000451,USER001818,17801,2
REQ000452,USER008144,37993,4
REQ000453,USER006177,85118,10
REQ000454,USER006830,56833,6
REQ000455,USER004394,37176,8
REQ000456,USER009300,30025,6
REQ000457,USER002876,4722,9
REQ000458,USER004914,31665,4
REQ000459,USER008680,43458,9
REQ000460,USER005238,24076,5
REQ000461,USER004931,53784,6
REQ000462,USER008924,33410,1
REQ000463,USER007048,3580,7
REQ000464,USER001587,34067,5
REQ000465,USER006968,31390,9
REQ000466,USER006873,7965,2
REQ000467,USER008958,68906,2
REQ000468,USER006087,12258,4
REQ000469,USER000401,59257,6
REQ000470,USER000647,52105,5
REQ000471,USER001911,3868,8
REQ000472,USER005941,54209,1
REQ000473,USER005239,23923,7
REQ000474,USER007626,51871,6
REQ000475,USER002610,20790,5
REQ000476,USER007591,82467,3
REQ000477,USER003375,37183,5
REQ000478,USER009819,61961,8
REQ000479,USER003152,60262,9
REQ000480,USER005278,15075,8
REQ000481,USER003489,297,5
REQ000482,USER009055,23163,9
REQ000483,USER006348,46614,1
REQ000484,USER005138,82340,3
REQ000485,USER005405,15514,9
REQ000486,USER009801,74096,9
REQ000487,USER000592,55726,1
REQ000488,USER005553,10955,8
REQ000489,USER003286,63363,9
REQ000490,USER008476,42574,9
REQ000491,USER000188,48962,2
REQ000492,USER000067,1060,4
REQ000493,USER005825,76216,3
REQ000494,USER004083,6731,7
REQ000495,USER003869,72849,1
REQ000496,USER006018,31132,2
REQ000497,USER003096,69285,6
REQ000498,USER008255,65178,1
REQ000499,USER006609,80467,5
REQ000500,USER008417,23128,7
REQ000501,USER000016,84207,8
REQ000502,USER005477,1493,1
REQ000503,USER002619,18806,3
REQ000504,USER006603,76699,2
REQ000505,USER001985,58264,8
REQ000506,USER009855,57484,4
REQ000507,USER001151,57133,2
REQ000508,USER004563,26388,10
REQ000509,USER006678,85421,9
REQ000510,USER001446,3846,3
REQ000511,USER003509,64361,10
REQ000512,USER009966,25723,6
REQ000513,USER005206,30330,6
REQ000514,USER004994,25207,1
REQ000515,USER002461,45036,8
REQ000516,USER001014,52197,4
REQ000517,USER003915,62004,5
REQ000518,USER006237,39205,3
REQ000519,USER006721,31812,5
REQ000520,USER006831,12431,4
REQ000521,USER005776,65266,3
REQ000522,USER008348,81735,2
REQ000523,USER005735,75879,7
REQ000524,USER003084,8941,1
REQ000525,USER009950,79833,8
REQ000526,USER008487,63428,2
REQ000527,USER002332,45765,5
REQ000528,USER003563,21733,6
REQ000529,USER008754,72375,4
REQ000530,USER000530,65669,1
REQ000531,USER007213,17175,6
REQ000532,USER009692,78885,8
REQ000533,USER003889,59202,5
REQ000534,USER002283,1620,6
REQ000535,USER003754,11689,9
REQ000536,USER004028,77513,9
REQ000537,USER000187,37577,4
REQ000538,USER006654,18906,3
REQ000539,USER003177,48302,3
REQ000540,USER006263,822,7
REQ000541,USER006962,12438,2
REQ000542,USER006849,66155,3
REQ000543,USER004242,2173,8
REQ000544,USER001810,49716,4
REQ000545,USER004137,3299,6
REQ000546,USER003992,72370,3
REQ000547,USER006067,84496,9
REQ000548,USER000236,76283,3
REQ000549,USER003038,67935,1
REQ000550,USER001479,30710,9
REQ000551,USER007389,39051,6
REQ000552,USER005326,84960,8
REQ000553,USER002327,69319,2
REQ000554,USER009601,12874,2
REQ000555,USER008741,79764,2
REQ000556,USER005657,78788,2
REQ000557,USER009077,80675,8
REQ000558,USER005271,17202,9
REQ000559,USER002819,32567,6
REQ000560,USER003711,76271,6
REQ000561,USER007238,33292,6
REQ000562,USER003342,732,8
REQ000563,USER002113,52966,9
REQ000564,USER009852,55854,4
REQ000565,USER008846,29712,8
REQ000566,USER000156,43734,7
REQ000567,USER006124,73270,3
REQ000568,USER004162,62443,4
REQ000569,USER002835,78760,3
REQ000570,USER005435,15343,4
REQ000571,USER000707,6059,8
REQ000572,USER007407,26604,10
REQ000573,USER008894,82729,9
REQ000574,USER003976,32283,5
REQ000575,USER004859,65674,7
REQ000576,USER006068,24977,3
REQ000577,USER007084,76654,7
REQ000578,USER007318,75603,10
REQ000579,USER008430,85719,4
REQ000580,USER005683,43136,10
REQ000581,USER005748,35282,6
REQ000582,USER007612,57411,4
REQ000583,USER003542,9148,7
REQ000584,USER009720,44333,10
REQ000585,USER008314,18798,10
REQ000586,USER004333,79646,1
REQ000587,USER002271,5729,5
REQ000588,USER008127,43032,9
REQ000589,USER008853,52948,1
REQ000590,USER003047,6091,10
REQ000591,USER002717,22287,3
REQ000592,USER006660,26575,8
REQ000593,USER001028,13818,2
REQ000594,USER003907,18581,10
REQ000595,USER004377,66982,10
REQ000596,USER005600,9560,3
REQ000597,USER004134,47953,9
REQ000598,USER001548,14982,3
REQ000599,USER004004,30970,8
REQ000600,USER009339,76892,9
REQ000601,USER004012,77491,8
REQ000602,USER008085,45901,2
REQ000603,USER000056,3239,10
REQ000604,USER003464,72321,7
REQ000605,USER006584,61539,1
REQ000606,USER006511,66181,8
REQ000607,USER004821,56602,1
REQ000608,USER001510,55438,2
REQ000609,USER006990,61953,8
REQ000610,USER003948,16550,10
REQ000611,USER007170,68667,9
REQ000612,USER002619,7277,5
REQ000613,USER003135,32318,6
REQ000614,USER003247,2117,2
REQ000615,USER000417,32425,9
REQ000616,USER009239,500,1
REQ000617,USER003605,16846,5
REQ000618,USER007836,29576,7
REQ000619,USER006764,45655,1
REQ000620,USER008891,82418,7
REQ000621,USER007370,35535,2
REQ000622,USER005475,4903,1
REQ000623,USER001036,63840,2
REQ000624,USER005301,54974,7
REQ000625,USER005132,22705,2
REQ000626,USER003556,39069,6
REQ000627,USER002984,30684,9
REQ000628,USER007058,20048,1
REQ000629,USER001657,23147,6
REQ000630,USER003198,15560,10
REQ000631,USER004074,7387,10
REQ000632,USER003012,29028,8
REQ000633,USER007724,40564,1
REQ000634,USER003571,83024,10
REQ000635,USER003016,18197,3
REQ000636,USER004618,85330,5
REQ000637,USER007711,66928,4
REQ000638,USER004056,63010,6
REQ000639,USER003148,60860,2
REQ000640,USER008252,38417,6
REQ000641,USER003477,40137,6
REQ000642,USER001385,32170,1
REQ000643,USER002742,24622,10
REQ000644,USER001208,46986,6
REQ000645,USER006021,36149,5
REQ000646,USER007874,69550,5
REQ000647,USER006580,286,9
REQ000648,USER007082,14771,5
REQ000649,USER006551,75682,4
REQ000650,USER004416,14930,3
REQ000651,USER003879,9343,3
REQ000652,USER007229,30935,10
REQ000653,USER004376,38672,4
REQ000654,USER004903,24286,2
REQ000655,USER001622,7339,8
REQ000656,USER003609,52798,10
REQ000657,USER008699,39713,8
REQ000658,USER005474,19306,2
REQ000659,USER001136,54670,3
REQ000660,USER001640,70586,1
REQ000661,USER009020,26947,1
REQ000662,USER001078,2646,10
REQ000663,USER001017,23957,2
REQ000664,USER002870,78825,5
REQ000665,USER004011,25923,9
REQ000666,USER001078,4245,5
REQ000667,USER001181,44544,10
REQ000668,USER001448,59100,7
REQ000669,USER009738,26872,5
REQ000670,USER000925,32964,3
REQ000671,USER005291,36865,2
REQ000672,USER003567,38775,2
REQ000673,USER000514,33840,7
REQ000674,USER008522,57520,4
REQ000675,USER005640,39087,9
REQ000676,USER004808,51605,4
REQ000677,USER006893,86052,3
REQ000678,USER008864,15630,1
REQ000679,USER004790,7453,2
REQ000680,USER007803,13222,5
REQ000681,USER006669,5845,10
REQ000682,USER006352,34038,3
REQ000683,USER008803,27015,7
REQ000684,USER002905,12756,4
REQ000685,USER002067,57921,4
REQ000686,USER009256,35361,1
REQ000687,USER005461,65833,4
REQ000688,USER007123,23517,2
REQ000689,USER002496,21812,4
REQ000690,USER003762,73846,4
REQ000691,USER009457,68704,8
REQ000692,USER003480,84926,8
REQ000693,USER008644,4146,3
REQ000694,USER008391,18546,9
REQ000695,USER006434,62031,2
REQ000696,USER000103,57005,9
REQ000697,USER005866,1406,1
REQ000698,USER000160,35420,8
REQ000699,USER002630,37981,1
REQ000700,USER003849,20567,4
REQ000701,USER005941,7139,1
REQ000702,USER003651,38125,1
REQ000703,USER005576,50937,6
REQ000704,USER004127,7642,6
REQ000705,USER004462,77495,3
REQ000706,USER003893,18878,5
REQ000707,USER002367,54492,8
REQ000708,USER003213,32157,7
REQ000709,USER000742,51907,9
REQ000710,USER000818,72150,4
REQ000711,USER006976,42342,9
REQ000712,USER006914,67571,8
REQ000713,USER004840,84475,1
REQ000714,USER005410,59274,2
REQ000715,USER005308,37684,9
REQ000716,USER000117,14366,5
REQ000717,USER005397,13216,1
REQ000718,USER007197,47961,5
REQ000719,USER007022,61860,2
REQ000720,USER003465,1916,5
REQ000721,USER002008,22247,1
REQ000722,USER003795,66121,1
REQ000723,USER001476,39418,5
REQ000724,USER007544,63237,3
REQ000725,USER006056,28502,4
REQ000726,USER005955,48071,8
REQ000727,USER004828,12677,2
REQ000728,USER005236,26965,7
REQ000729,USER008322,37059,1
REQ000730,USER001626,12627,6
REQ000731,USER003600,81274,9
REQ000732,USER006918,62581,3
REQ000733,USER005400,29565,8
REQ000734,USER002756,22272,1
REQ000735,USER002165,6814,10
REQ000736,USER006837,50713,8
REQ000737,USER002924,1367,7
REQ000738,USER009732,5084,7
REQ000739,USER008808,55569,4
REQ000740,USER007303,1616,5
REQ000741,USER003280,17829,5
REQ000742,USER005353,77819,5
REQ000743,USER005761,74034,6
REQ000744,USER007656,46950,1
REQ000745,USER000723,80409,3
REQ000746,USER002357,48928,1
REQ000747,USER003879,33599,1
REQ000748,USER001897,9456,2
REQ000749,USER008883,12900,3
REQ000750,USER009336,20893,8
REQ000751,USER001025,15226,4
REQ000752,USER002765,28734,10
REQ000753,USER008395,3036,1
REQ000754,USER007209,37317,8
REQ000755,USER004368,64623,9
REQ000756,USER007282,25956,10
REQ000757,USER005248,24117,7
REQ000758,USER000417,70001,10
REQ000759,USER006692,75475,5
REQ000760,USER001763,66511,7
REQ000761,USER004232,46323,5
REQ000762,USER002142,54059,6
REQ000763,USER001079,51389,2
REQ000764,USER004650,9968,2
REQ000765,USER006713,82834,2
REQ000766,USER006061,35204,2
REQ000767,USER006198,14032,3
REQ000768,USER004016,54364,8
REQ000769,USER009060,39088,10
REQ000770,USER003352,1630,1
REQ000771,USER000471,61384,7
REQ000772,USER009683,15229,7
REQ000773,USER002753,11462,1
REQ000774,USER005600,50265,7
REQ000775,USER005462,23901,9
REQ000776,USER008827,21059,10
REQ000777,USER007562,37861,2
REQ000778,USER000079,15410,9
REQ000779,USER009305,18869,8
REQ000780,USER005974,46941,7
REQ000781,USER005108,51149,2
REQ000782,USER007811,14367,3
REQ000783,USER008785,3682,5
REQ000784,USER009752,17474,6
REQ000785,USER007323,20850,6
REQ000786,USER005527,70974,9
REQ000787,USER003105,75538,1
REQ000788,USER005196,72393,3
REQ000789,USER000025,74558,4
REQ000790,USER007171,28140,5
REQ000791,USER007414,47934,1
REQ000792,USER000770,25728,10
REQ000793,USER008534,22715,6
REQ000794,USER002514,31551,9
REQ000795,USER008005,33480,1
REQ000796,USER000406,73677,8
REQ000797,USER003584,665,8
REQ000798,USER001473,27971,4
REQ000799,USER001360,75828,8
REQ000800,USER002523,53007,3
REQ000801,USER007190,15501,10
REQ000802,USER003624,77465,4
REQ000803,USER008987,42264,7
REQ000804,USER008633,6507,7
REQ000805,USER000780,83509,6
REQ000806,USER008618,15870,10
REQ000807,USER008344,62945,10
REQ000808,USER003376,50211,4
REQ000809,USER000480,39032,1
REQ000810,USER008543,34205,9
REQ000811,USER007967,55413,2
REQ000812,USER007550,55928,3
REQ000813,USER003330,44660,1
REQ000814,USER009042,641,3
REQ000815,USER007578,30787,7
REQ000816,USER009384,26995,4
REQ000817,USER002982,63090,2
REQ000818,USER005079,62209,7
REQ000819,USER003600,36246,1
REQ000820,USER006880,85032,7
REQ000821,USER008322,40033,2
REQ000822,USER000369,55273,6
REQ000823,USER008842,58438,3
REQ000824,USER008819,67545,10
REQ000825,USER007907,51392,3
REQ000826,USER001527,8378,7
REQ000827,USER006485,35490,1
REQ000828,USER004279,10763,5
REQ000829,USER006258,26869,10
REQ000830,USER002130,19902,5
REQ000831,USER001247,61365,1
REQ000832,USER006505,47927,4
REQ000833,USER009752,46245,1
REQ000834,USER005911,72369,10
REQ000835,USER006247,4382,5
REQ000836,USER008345,83171,4
REQ000837,USER000929,255,2
REQ000838,USER007541,22539,2
REQ000839,USER003939,32176,8
REQ000840,USER008682,78676,1
REQ000841,USER009256,6558,2
REQ000842,USER004480,11229,10
REQ000843,USER007644,53208,6
REQ000844,USER000194,43698,10
REQ000845,USER008190,22880,8
REQ000846,USER006773,27115,4
REQ000847,USER000703,71413,4
REQ000848,USER001845,61856,5
REQ000849,USER006091,33654,2
REQ000850,USER007278,36366,1
REQ000851,USER008025,79088,1
REQ000852,USER006995,55111,2
REQ000853,USER007894,76524,2
REQ000854,USER009995,19232,1
REQ000855,USER005625,63049,5
REQ000856,USER001038,17414,5
REQ000857,USER003374,39807,4
REQ000858,USER004984,79691,3
REQ000859,USER001232,85886,8
REQ000860,USER001213,80640,2
REQ000861,USER001581,54428,3
REQ000862,USER007572,24371,8
REQ000863,USER004125,45255,2
REQ000864,USER000953,55250,5
REQ000865,USER002958,33830,1
REQ000866,USER005965,15417,6
REQ000867,USER003864,62561,4
REQ000868,USER006292,12191,7
REQ000869,USER003008,17906,6
REQ000870,USER001824,32903,5
REQ000871,USER008914,60677,1
REQ000872,USER002358,51575,10
REQ000873,USER001355,80976,9
